"ID","Site","SystemID","FID","System No","CSL ID","Finding ID","Finding Description","Priority ID","Priority","CAPA ID","CAPA Description","Modified","Created","Created By","Modified By"
"2886","KAN","KAN-PCS_094","KAN-PCS_094-T2-3-2","PCS_094","510-OIT-DIST104","T2","Time in the HMI is wrong. It is off by 5 hours and 30 minutes","3","MODERATE","2","Setup the correct Time Reference and Time Zone and configure Time protection in the SW, assigning modification privileges only to authorized users","9/20/2023 11:07 AM","9/20/2023 11:07 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"2887","KAN","KAN-PCS_094","KAN-PCS_094-VD1-3-3","PCS_094","510-OIT-DIST104","VD1","Computer System Validation Documents not available (not executed or not retrievable)","3","MODERATE","3","Create/retrieve the missing validation documents covering the following topics:
a. Validation Plan
b. CSV SOPs
c. User Requirements
d. Configuration / Design Specifications
e. Risk Assessment
f. testing documentation
g. Report","9/20/2023 11:07 AM","9/20/2023 11:07 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"2888","KAN","KAN-PCS_095","KAN-PCS_095-S1S2S3S4-3-1","PCS_095","510-OIT-DIST105","S1S2S3S4","Shared generic user management is used. However, logbook is present but it is utilized as equipment usage. Not all activities such as login, logout etc. are tracked in the logbook.","3","MODERATE","1","Implement a paper based management of system access (user access log) following an approved procedure","1/23/2024 5:29 AM","9/20/2023 11:07 AM","Patel, Nehul US/GLB EXT","Karothia, Rajeev US/GLB EXT"
"2889","KAN","KAN-PCS_095","KAN-PCS_095-T2-3-2","PCS_095","510-OIT-DIST105","T2","Time in the HMI is wrong. It is off by 15 minutes","3","MODERATE","2","Setup the correct Time Reference and Time Zone and configure Time protection in the SW, assigning modification privileges only to authorized users","9/20/2023 11:07 AM","9/20/2023 11:07 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"2890","KAN","KAN-PCS_095","KAN-PCS_095-VD1-3-3","PCS_095","510-OIT-DIST105","VD1","Computer System Validation Documents not available (not executed or not retrievable)","3","MODERATE","3","Create/retrieve the missing validation documents covering the following topics:
a. Validation Plan
b. CSV SOPs
c. User Requirements
d. Configuration / Design Specifications
e. Risk Assessment
f. testing documentation
g. Report","9/20/2023 11:07 AM","9/20/2023 11:07 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"2891","KAN","KAN-PCS_097","KAN-PCS_097-S1S2S3S4-3-1","PCS_097","510-OIT-OZON101","S1S2S3S4","No user management available. Numerical password used for admin functions. However, logbook is present but it is utilized as equipment usage. Not all activities such as login, logout etc. are tracked in the logbook.","3","MODERATE","1","Implement a paper based management of system access (user access log) following an approved procedure","1/23/2024 5:29 AM","9/20/2023 11:07 AM","Patel, Nehul US/GLB EXT","Karothia, Rajeev US/GLB EXT"
"2892","KAN","KAN-PCS_097","KAN-PCS_097-VD1-3-2","PCS_097","510-OIT-OZON101","VD1","Computer System Validation Documents not available (not executed or not retrievable)","3","MODERATE","2","Create/retrieve the missing validation documents covering the following topics:
a. Validation Plan
b. CSV SOPs
c. User Requirements
d. Configuration / Design Specifications
e. Risk Assessment
f. testing documentation
g. Report","9/20/2023 11:07 AM","9/20/2023 11:07 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"2893","KAN","KAN-PCS_098","KAN-PCS_098-S1S2S3S4-3-1","PCS_098","510-OIT-OZON102","S1S2S3S4","No user management available. Numerical password used for admin functions. However, logbook is present but it is utilized as equipment usage. Not all activities such as login, logout etc. are tracked in the logbook.","3","MODERATE","1","Implement a paper based management of system access (user access log) following an approved procedure","1/23/2024 5:29 AM","9/20/2023 11:07 AM","Patel, Nehul US/GLB EXT","Karothia, Rajeev US/GLB EXT"
"2894","KAN","KAN-PCS_098","KAN-PCS_098-VD1-3-2","PCS_098","510-OIT-OZON102","VD1","Computer System Validation Documents not available (not executed or not retrievable)","3","MODERATE","2","Create/retrieve the missing validation documents covering the following topics:
a. Validation Plan
b. CSV SOPs
c. User Requirements
d. Configuration / Design Specifications
e. Risk Assessment
f. testing documentation
g. Report","9/20/2023 11:07 AM","9/20/2023 11:07 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"2895","KAN","KAN-PCS_099","KAN-PCS_099-S1S2S3S4-3-1","PCS_099","510-OIT-STILL101","S1S2S3S4","No user management available. Numerical password used for admin functions. However, logbook is present but it is utilized as equipment usage. Not all activities such as login, logout etc. are tracked in the logbook.","3","MODERATE","1","Implement a paper based management of system access (user access log) following an approved procedure","1/23/2024 5:29 AM","9/20/2023 11:07 AM","Patel, Nehul US/GLB EXT","Karothia, Rajeev US/GLB EXT"
"2896","KAN","KAN-PCS_099","KAN-PCS_099-VD1-3-2","PCS_099","510-OIT-STILL101","VD1","Computer System Validation Documents not available (not executed or not retrievable)","3","MODERATE","2","Create/retrieve the missing validation documents covering the following topics:
a. Validation Plan
b. CSV SOPs
c. User Requirements
d. Configuration / Design Specifications
e. Risk Assessment
f. testing documentation
g. Report","9/20/2023 11:07 AM","9/20/2023 11:07 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"2897","KAN","KAN-PCS_100","KAN-PCS_100-S1S2S3S4-3-1","PCS_100","510-OIT-STILL102","S1S2S3S4","No user management available. Numerical password used for admin functions. However, logbook is present but it is utilized as equipment usage. Not all activities such as login, logout etc. are tracked in the logbook.","3","MODERATE","1","Implement a paper based management of system access (user access log) following an approved procedure","1/23/2024 5:29 AM","9/20/2023 11:07 AM","Patel, Nehul US/GLB EXT","Karothia, Rajeev US/GLB EXT"
"2898","KAN","KAN-PCS_100","KAN-PCS_100-VD1-3-2","PCS_100","510-OIT-STILL102","VD1","Computer System Validation Documents not available (not executed or not retrievable)","3","MODERATE","2","Create/retrieve the missing validation documents covering the following topics:
a. Validation Plan
b. CSV SOPs
c. User Requirements
d. Configuration / Design Specifications
e. Risk Assessment
f. testing documentation
g. Report","9/20/2023 11:07 AM","9/20/2023 11:07 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"2899","KAN","KAN-PCS_101","KAN-PCS_101-S3-5-1","PCS_101","510-OIT-29WATER1","S3","Most of the password policies are through active directory. Autolog off password policies cannot be configured in the system.","5","MINIMUM","1","Configure secondary security features according to relevant SOP and good practices","9/20/2023 11:07 AM","9/20/2023 11:07 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"2900","KAN","KAN-PCS_101","KAN-PCS_101-S4-4-2","PCS_101","510-OIT-29WATER1","S4","No Official User List is in place","4","LOW","2","Issue a User List that is coherent and aligned with the users configured in the system. Moreover verify that no generic or obsolete account is available","9/20/2023 11:07 AM","9/20/2023 11:07 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"2901","KAN","KAN-PCS_101","KAN-PCS_101-VD1-3-3","PCS_101","510-OIT-29WATER1","VD1","Computer System Validation Documents not available (not executed or not retrievable)","3","MODERATE","3","Create/retrieve the missing validation documents covering the following topics:
a. Validation Plan
b. CSV SOPs
c. User Requirements
d. Configuration / Design Specifications
e. Risk Assessment
f. testing documentation
g. Report","9/20/2023 11:07 AM","9/20/2023 11:07 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"2902","KAN","KAN-PCS_102","KAN-PCS_102-S3-5-1","PCS_102","510-OIT-29WATER2","S3","Most of the password policies are through active directory. Autolog off password policies cannot be configured in the system.","5","MINIMUM","1","Configure secondary security features according to relevant SOP and good practices","9/20/2023 11:07 AM","9/20/2023 11:07 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"2903","KAN","KAN-PCS_102","KAN-PCS_102-S4-4-2","PCS_102","510-OIT-29WATER2","S4","No Official User List is in place","4","LOW","2","Issue a User List that is coherent and aligned with the users configured in the system. Moreover verify that no generic or obsolete account is available","9/20/2023 11:07 AM","9/20/2023 11:07 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"2904","KAN","KAN-PCS_102","KAN-PCS_102-VD1-3-3","PCS_102","510-OIT-29WATER2","VD1","Computer System Validation Documents not available (not executed or not retrievable)","3","MODERATE","3","Create/retrieve the missing validation documents covering the following topics:
a. Validation Plan
b. CSV SOPs
c. User Requirements
d. Configuration / Design Specifications
e. Risk Assessment
f. testing documentation
g. Report","9/20/2023 11:07 AM","9/20/2023 11:07 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"2905","KAN","KAN-PCS_103","KAN-PCS_103-S1S2S3S4-3-1","PCS_103","520_OIT_PSG4","S1S2S3S4","No user management is available.  However, logbook is present but it is utilized as equipment usage. Not all activities such as login, logout etc. are tracked in the logbook.
User management can be configured","3","MODERATE","1","Configure User Management within the system","1/23/2024 5:29 AM","9/20/2023 11:07 AM","Patel, Nehul US/GLB EXT","Karothia, Rajeev US/GLB EXT"
"2906","KAN","KAN-PCS_103","KAN-PCS_103-VD1-3-2","PCS_103","520_OIT_PSG4","VD1","Computer System Validation Documents not available (not executed or not retrievable)","3","MODERATE","2","Create/retrieve the missing validation documents covering the following topics:
a. Validation Plan
b. CSV SOPs
c. User Requirements
d. Configuration / Design Specifications
e. Risk Assessment
f. testing documentation
g. Report","9/20/2023 11:07 AM","9/20/2023 11:07 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"2907","KAN","KAN-PCS_104","KAN-PCS_104-S1-3-1","PCS_104","520_OIT_PSG5","S1","Active directory login is used. However, two runtime application versions are present in the system (.mer)","3","MODERATE","1","Remove the older version of runtime application","9/20/2023 11:07 AM","9/20/2023 11:07 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"2908","KAN","KAN-PCS_104","KAN-PCS_104-S3-5-2","PCS_104","520_OIT_PSG5","S3","Most of the password policies are through active directory. Autolog off password policies cannot be configured in the system.","5","MINIMUM","2","Configure secondary security features according to relevant SOP and good practices","9/20/2023 11:07 AM","9/20/2023 11:07 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"2909","KAN","KAN-PCS_104","KAN-PCS_104-S4-4-3","PCS_104","520_OIT_PSG5","S4","No Official User List is in place","4","LOW","3","Issue a User List that is coherent and aligned with the users configured in the system. Moreover verify that no generic or obsolete account is available","9/20/2023 11:07 AM","9/20/2023 11:07 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"2910","KAN","KAN-PCS_104","KAN-PCS_104-T2-3-4","PCS_104","520_OIT_PSG5","T2","Time in the HMI is wrong. It is off by 5 hours","3","MODERATE","4","Setup the correct Time Reference and Time Zone and configure Time protection in the SW, assigning modification privileges only to authorized users","9/20/2023 11:07 AM","9/20/2023 11:07 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"2911","KAN","KAN-PCS_104","KAN-PCS_104-VD1-3-5","PCS_104","520_OIT_PSG5","VD1","Computer System Validation Documents not available (not executed or not retrievable)","3","MODERATE","5","Create/retrieve the missing validation documents covering the following topics:
a. Validation Plan
b. CSV SOPs
c. User Requirements
d. Configuration / Design Specifications
e. Risk Assessment
f. testing documentation
g. Report","9/20/2023 11:07 AM","9/20/2023 11:07 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"2912","KAN","KAN-PCS_105","KAN-PCS_105-S1S2S3S4-3-1","PCS_105","520_OIT_PSG3","S1S2S3S4","No user management available. Numerical password used for admin functions. However, logbook is present but it is utilized as equipment usage. Not all activities such as login, logout etc. are tracked in the logbook.","3","MODERATE","1","Implement a paper based management of system access (user access log) following an approved procedure","1/23/2024 5:29 AM","9/20/2023 11:07 AM","Patel, Nehul US/GLB EXT","Karothia, Rajeev US/GLB EXT"
"2913","KAN","KAN-PCS_105","KAN-PCS_105-T2-3-2","PCS_105","520_OIT_PSG3","T2","Time in the HMI is wrong. It is off by 2 hours","3","MODERATE","2","Setup the correct Time Reference and Time Zone and configure Time protection in the SW, assigning modification privileges only to authorized users","9/20/2023 11:07 AM","9/20/2023 11:07 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"2914","KAN","KAN-PCS_105","KAN-PCS_105-VD1-3-3","PCS_105","520_OIT_PSG3","VD1","Computer System Validation Documents not available (not executed or not retrievable)","3","MODERATE","3","Create/retrieve the missing validation documents covering the following topics:
a. Validation Plan
b. CSV SOPs
c. User Requirements
d. Configuration / Design Specifications
e. Risk Assessment
f. testing documentation
g. Report","9/20/2023 11:07 AM","9/20/2023 11:07 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"2915","KAN","KAN-PCS_138","KAN-PCS_138-I2T2-2-2","PCS_138","130-OIT-SIP101","I2T2","Maintenance PW allow to exit runtime and enter config SW","2","SIGNIFICANT","2","Change permissions of users in order to prevent the Maintenance to access SW configuration","1/23/2024 5:29 AM","9/20/2023 11:07 AM","Patel, Nehul US/GLB EXT","Karothia, Rajeev US/GLB EXT"
"2916","KAN","KAN-PCS_138","KAN-PCS_138-S1S2S3S4-2-1","PCS_138","130-OIT-SIP101","S1S2S3S4","only 1 password - 4 character written behind the panel. Unique user accounts cannot be configured.
However, logbook is present but it is utilized as equipment usage. Not all activities such as login, logout etc. are tracked in the logbook","2","SIGNIFICANT","1","Implement a paper based management of system access (user access log) following an approved procedure","1/23/2024 5:29 AM","9/20/2023 11:07 AM","Patel, Nehul US/GLB EXT","Karothia, Rajeev US/GLB EXT"
"2917","KAN","KAN-PCS_138","KAN-PCS_138-T1-2-3","PCS_138","130-OIT-SIP101","T1","No automatic Audit Trail or automatic data versioning is allowed by the SW application.","2","SIGNIFICANT","3","Implement a paper based management for tracking the activities of the users","9/20/2023 11:07 AM","9/20/2023 11:07 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"2918","KAN","KAN-PCS_138","KAN-PCS_138-VD1-2-4","PCS_138","130-OIT-SIP101","VD1","Computer System Validation Documents not available (not executed or not retrievable)","2","SIGNIFICANT","4","Create/retrieve the missing validation documents covering the following topics:
a. Validation Plan
b. CSV SOPs
c. User Requirements
d. Configuration / Design Specifications
e. Risk Assessment
f. testing documentation
g. Report","9/20/2023 11:07 AM","9/20/2023 11:07 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"2919","KAN","KAN-PCS_139","KAN-PCS_139-S4-3-1","PCS_139","170-HMI-KCET101","S4","No Official User List is in place","3","MODERATE","1","Issue a User List that is coherent and aligned with the users configured in the system. Moreover verify that no generic or obsolete account is available","9/20/2023 11:07 AM","9/20/2023 11:07 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"2920","KAN","KAN-PCS_139","KAN-PCS_139-T1-2-2","PCS_139","170-HMI-KCET101","T1","No Audit Trail available in the system - Log/ diagnostic log available","2","SIGNIFICANT","2","Implement Audit Trail functionality within the SW or implement a paper based management in case of Audit Trail not fully compliant","9/20/2023 11:07 AM","9/20/2023 11:07 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"2921","KAN","KAN-PCS_139","KAN-PCS_139-T3-3-3","PCS_139","170-HMI-KCET101","T3","No Audit Trail review in place","3","MODERATE","3","Implement an Audit Trail Review process","9/20/2023 11:07 AM","9/20/2023 11:07 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"2922","KAN","KAN-PCS_139","KAN-PCS_139-VD2-3-4","PCS_139","170-HMI-KCET101","VD2","Computer System Validation executed but incomplete (e.g. Part 11/Annex 11 requirements are not properly addressed and tested in the specification and verification protocols)","3","MODERATE","4","Issue the missing documentation or perform the missing tests","9/20/2023 11:07 AM","9/20/2023 11:07 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"2923","KAN","KAN-PCS_140","KAN-PCS_140-VD3-5-1","PCS_140","170-HMI-FRAC102","VD3","Computer System Validation Documentation is not specific for the system (e.g. information is spread over multiple documents which are not traceable in the validation documentation or it's linked to the documentation of other systems)","5","MINIMUM","1","Issue a dedicated validation documentation or grant the documentation traceability of respective deliverable when present elsewhere","9/20/2023 11:07 AM","9/20/2023 11:07 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"2924","KAN","KAN-PCS_141","KAN-PCS_141-VD3-5-1","PCS_141","170-HMI-FRAC103","VD3","Computer System Validation Documentation is not specific for the system (e.g. information is spread over multiple documents which are not traceable in the validation documentation or it's linked to the documentation of other systems)","5","MINIMUM","1","Issue a dedicated validation documentation or grant the documentation traceability of respective deliverable when present elsewhere","9/20/2023 11:07 AM","9/20/2023 11:07 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"2925","KAN","KAN-PCS_142","KAN-PCS_142-VD3-5-1","PCS_142","170-HMI-FRAC104","VD3","Computer System Validation Documentation is not specific for the system (e.g. information is spread over multiple documents which are not traceable in the validation documentation or it's linked to the documentation of other systems)","5","MINIMUM","1","Issue a dedicated validation documentation or grant the documentation traceability of respective deliverable when present elsewhere","9/20/2023 11:07 AM","9/20/2023 11:07 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"2926","KAN","KAN-PCS_143","KAN-PCS_143-VD3-5-1","PCS_143","170-HMI-PRS104","VD3","Computer System Validation Documentation is not specific for the system (e.g. information is spread over multiple documents which are not traceable in the validation documentation or it's linked to the documentation of other systems)","5","MINIMUM","1","Issue a dedicated validation documentation or grant the documentation traceability of respective deliverable when present elsewhere","9/20/2023 11:07 AM","9/20/2023 11:07 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"2927","KAN","KAN-PCS_144","KAN-PCS_144-I1-2-2","PCS_144","170-OIT-COP101","I1","Alarm History not backed up","2","SIGNIFICANT","2"," Implement a process of automatic data backup for Alarm History following the relevant procedure and best practice","9/20/2023 11:07 AM","9/20/2023 11:07 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"2928","KAN","KAN-PCS_144","KAN-PCS_144-I2-2-3","PCS_144","170-OIT-COP101","I2","Alarm History can be cleared","2","SIGNIFICANT","3","Change permissions of users in order to prevent deletion of Alarm History","9/20/2023 11:07 AM","9/20/2023 11:07 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"2929","KAN","KAN-PCS_144","KAN-PCS_144-S1S2S3S4-2-1","PCS_144","170-OIT-COP101","S1S2S3S4","No User Management in place.
However, logbook is present but it is utilized as equipment usage. Not all activities such as login, logout etc. are tracked in the logbook","2","SIGNIFICANT","1","Implement a paper based management of system access (user access log) following an approved procedure","1/23/2024 5:29 AM","9/20/2023 11:07 AM","Patel, Nehul US/GLB EXT","Karothia, Rajeev US/GLB EXT"
"2930","KAN","KAN-PCS_144","KAN-PCS_144-T1-2-4","PCS_144","170-OIT-COP101","T1","No automatic Audit Trail or automatic data versioning is allowed by the SW application.","2","SIGNIFICANT","4","Implement a paper based management for tracking the activities of the users","9/20/2023 11:07 AM","9/20/2023 11:07 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"2931","KAN","KAN-PCS_144","KAN-PCS_144-T4-3-5","PCS_144","170-OIT-COP101","T4","Limited memory","3","MODERATE","5","Implement functionality to maintain original data or True copy for the required time","9/20/2023 11:07 AM","9/20/2023 11:07 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"2932","KAN","KAN-PCS_144","KAN-PCS_144-VD2-3-6","PCS_144","170-OIT-COP101","VD2","Computer System Validation executed but incomplete (e.g. Part 11/Annex 11 requirements are not properly addressed and tested in the specification and verification protocols)","3","MODERATE","6","Issue the missing documentation or perform the missing tests","9/20/2023 11:07 AM","9/20/2023 11:07 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"2933","KAN","KAN-PCS_145","KAN-PCS_145-I1-2-2","PCS_145","170-OIT-COP102","I1","Alarm History not backed up","2","SIGNIFICANT","2"," Implement a process of automatic data backup for Alarm History following the relevant procedure and best practice","9/20/2023 11:07 AM","9/20/2023 11:07 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"2934","KAN","KAN-PCS_145","KAN-PCS_145-I2-2-3","PCS_145","170-OIT-COP102","I2","Alarm History can be cleared","2","SIGNIFICANT","3","Change permissions of users in order to prevent deletion of Alarm History","9/20/2023 11:07 AM","9/20/2023 11:07 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"2935","KAN","KAN-PCS_145","KAN-PCS_145-S1S2S3S4-2-1","PCS_145","170-OIT-COP102","S1S2S3S4","No User Management in place.
However, logbook is present but it is utilized as equipment usage. Not all activities such as login, logout etc. are tracked in the logbook","2","SIGNIFICANT","1","Implement a paper based management of system access (user access log) following an approved procedure","1/23/2024 5:29 AM","9/20/2023 11:07 AM","Patel, Nehul US/GLB EXT","Karothia, Rajeev US/GLB EXT"
"2936","KAN","KAN-PCS_145","KAN-PCS_145-T1-2-4","PCS_145","170-OIT-COP102","T1","No automatic Audit Trail or automatic data versioning is allowed by the SW application.","2","SIGNIFICANT","4","Implement a paper based management for tracking the activities of the users","9/20/2023 11:07 AM","9/20/2023 11:07 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"2937","KAN","KAN-PCS_145","KAN-PCS_145-T4-3-5","PCS_145","170-OIT-COP102","T4","Limited memory","3","MODERATE","5","Implement functionality to maintain original data or True copy for the required time","9/20/2023 11:07 AM","9/20/2023 11:07 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"2938","KAN","KAN-PCS_145","KAN-PCS_145-VD2-3-6","PCS_145","170-OIT-COP102","VD2","Computer System Validation executed but incomplete (e.g. Part 11/Annex 11 requirements are not properly addressed and tested in the specification and verification protocols)","3","MODERATE","6","Issue the missing documentation or perform the missing tests","9/20/2023 11:07 AM","9/20/2023 11:07 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"2939","KAN","KAN-PCS_146","KAN-PCS_146-I1-2-2","PCS_146","170-OIT-SH101","I1","Alarm History not backed up","2","SIGNIFICANT","2"," Implement a process of automatic data backup for Alarm History following the relevant procedure and best practice","9/20/2023 11:07 AM","9/20/2023 11:07 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"2940","KAN","KAN-PCS_146","KAN-PCS_146-I2-2-3","PCS_146","170-OIT-SH101","I2","Alarm History can be cleared","2","SIGNIFICANT","3","Change permissions of users in order to prevent deletion of Alarm History","9/20/2023 11:07 AM","9/20/2023 11:07 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"2941","KAN","KAN-PCS_146","KAN-PCS_146-S1S2S3S4-2-1","PCS_146","170-OIT-SH101","S1S2S3S4","No User Management in place.
However, logbook is present but it is utilized as equipment usage. Not all activities such as login, logout etc. are tracked in the logbook","2","SIGNIFICANT","1","Implement a paper based management of system access (user access log) following an approved procedure","1/23/2024 5:29 AM","9/20/2023 11:07 AM","Patel, Nehul US/GLB EXT","Karothia, Rajeev US/GLB EXT"
"2942","KAN","KAN-PCS_146","KAN-PCS_146-T1-2-4","PCS_146","170-OIT-SH101","T1","No automatic Audit Trail or automatic data versioning is allowed by the SW application.","2","SIGNIFICANT","4","Implement a paper based management for tracking the activities of the users","9/20/2023 11:07 AM","9/20/2023 11:07 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"2943","KAN","KAN-PCS_146","KAN-PCS_146-T4-3-5","PCS_146","170-OIT-SH101","T4","Limited memory","3","MODERATE","5","Implement functionality to maintain original data or True copy for the required time","9/20/2023 11:07 AM","9/20/2023 11:07 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"2944","KAN","KAN-PCS_146","KAN-PCS_146-VD2-3-6","PCS_146","170-OIT-SH101","VD2","Computer System Validation executed but incomplete (e.g. Part 11/Annex 11 requirements are not properly addressed and tested in the specification and verification protocols)","3","MODERATE","6","Issue the missing documentation or perform the missing tests","9/20/2023 11:07 AM","9/20/2023 11:07 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"2945","KAN","KAN-PCS_147","KAN-PCS_147-S1S2S3S4-3-1","PCS_147","190-OIT-COP101","S1S2S3S4","No user management available. However, logbook is present but it is utilized as equipment usage. Not all activities such as login, logout etc. are tracked in the logbook.","3","MODERATE","1","Implement a paper based management of system access (user access log) following an approved procedure","1/23/2024 5:29 AM","9/20/2023 11:07 AM","Patel, Nehul US/GLB EXT","Karothia, Rajeev US/GLB EXT"
"2946","KAN","KAN-PCS_147","KAN-PCS_147-VD3-5-2","PCS_147","190-OIT-COP101","VD3","Computer System Validation Documentation is not specific for the system (e.g. information is spread over multiple documents which are not traceable in the validation documentation or it's linked to the documentation of other systems)","5","MINIMUM","2","Issue a dedicated validation documentation or grant the documentation traceability of respective deliverable when present elsewhere","9/20/2023 11:07 AM","9/20/2023 11:07 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"2947","KAN","KAN-PCS_148","KAN-PCS_148-S1S2S3S4-3-1","PCS_148","190-OIT-COP102","S1S2S3S4","No user management available. However, logbook is present but it is utilized as equipment usage. Not all activities such as login, logout etc. are tracked in the logbook.","3","MODERATE","1","Implement a paper based management of system access (user access log) following an approved procedure","1/23/2024 5:29 AM","9/20/2023 11:07 AM","Patel, Nehul US/GLB EXT","Karothia, Rajeev US/GLB EXT"
"2948","KAN","KAN-PCS_148","KAN-PCS_148-VD3-5-2","PCS_148","190-OIT-COP102","VD3","Computer System Validation Documentation is not specific for the system (e.g. information is spread over multiple documents which are not traceable in the validation documentation or it's linked to the documentation of other systems)","5","MINIMUM","2","Issue a dedicated validation documentation or grant the documentation traceability of respective deliverable when present elsewhere","9/20/2023 11:07 AM","9/20/2023 11:07 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"2949","KAN","KAN-PCS_149","KAN-PCS_149-S1S2S3S4-3-1","PCS_149","190-OIT-COP103","S1S2S3S4","No user management available. However, logbook is present but it is utilized as equipment usage. Not all activities such as login, logout etc. are tracked in the logbook.","3","MODERATE","1","Implement a paper based management of system access (user access log) following an approved procedure","1/23/2024 5:29 AM","9/20/2023 11:07 AM","Patel, Nehul US/GLB EXT","Karothia, Rajeev US/GLB EXT"
"2950","KAN","KAN-PCS_149","KAN-PCS_149-VD3-5-2","PCS_149","190-OIT-COP103","VD3","Computer System Validation Documentation is not specific for the system (e.g. information is spread over multiple documents which are not traceable in the validation documentation or it's linked to the documentation of other systems)","5","MINIMUM","2","Issue a dedicated validation documentation or grant the documentation traceability of respective deliverable when present elsewhere","9/20/2023 11:07 AM","9/20/2023 11:07 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"2951","KAN","KAN-PCS_150","KAN-PCS_150-S1S2S3S4-3-1","PCS_150","190-OIT-SH101","S1S2S3S4","No user management available. However, logbook is present but it is utilized as equipment usage. Not all activities such as login, logout etc. are tracked in the logbook.","3","MODERATE","1","Implement a paper based management of system access (user access log) following an approved procedure","1/23/2024 5:29 AM","9/20/2023 11:07 AM","Patel, Nehul US/GLB EXT","Karothia, Rajeev US/GLB EXT"
"2952","KAN","KAN-PCS_150","KAN-PCS_150-VD3-5-2","PCS_150","190-OIT-SH101","VD3","Computer System Validation Documentation is not specific for the system (e.g. information is spread over multiple documents which are not traceable in the validation documentation or it's linked to the documentation of other systems)","5","MINIMUM","2","Issue a dedicated validation documentation or grant the documentation traceability of respective deliverable when present elsewhere","9/20/2023 11:07 AM","9/20/2023 11:07 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
